"","country_code","country","year","co_eu28","co_jpn","total_pat","co_usa","co_wrd","EMP_X1564","G_PPP","G_XGDP","GDP_HAB_PPP","GDP_PPP","GINIDSP_GINI","HE_XG","HE_XGDP","POP_NB","POP1564_NB","PVRTTX_X","collab_ratio"
"432","GRC","Greece",2012,0,0,175,39,69,51.4,2007.41,0.7,25284.41,286950.42,0.34,39.94,0.28,11090,7256,0.15,0.394285714285714
"433","GRC","Greece",2013,0,0,213,46,93,NA,2383.51,0.81,26121.39,293353.8,0.34,37.43,0.3,11361.18,7509.34,0.15,0.436619718309859
"434","GRC","Greece",2014,0,0,195,48,86,NA,2447.08,0.84,26454.04,291859.63,NA,37.16,0.31,11380.9,7502.32,NA,0.441025641025641
"435","GRC","Greece",2015,0,1,195,30,72,NA,NA,NA,26289.05,297172.24,NA,NA,NA,11397.29,7488.37,NA,0.369230769230769
"436","GRC","Greece",2016,0,0,182,32,68,NA,NA,NA,NA,NA,NA,NA,NA,11409.93,7468.16,NA,0.373626373626374
"437","GRC","Greece",2017,0,NA,203,29,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45320197044335
"438","HKG","Hong Kong, China",1999,0,2,268,44,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246268656716418
"439","HKG","Hong Kong, China",2000,0,4,322,64,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301242236024845
"440","HKG","Hong Kong, China",2001,0,4,511,91,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270058708414873
"441","HKG","Hong Kong, China",2002,0,11,553,96,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289330922242315
"442","HKG","Hong Kong, China",2003,0,20,591,128,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343485617597293
"443","HKG","Hong Kong, China",2004,0,12,546,115,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338827838827839
"444","HKG","Hong Kong, China",2005,0,8,591,123,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.353637901861252
"445","HKG","Hong Kong, China",2006,0,9,554,128,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.370036101083032
"446","HKG","Hong Kong, China",2007,0,2,645,113,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316279069767442
"447","HKG","Hong Kong, China",2008,0,3,517,106,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.404255319148936
"448","HKG","Hong Kong, China",2009,0,7,534,90,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340823970037453
"449","HKG","Hong Kong, China",2010,0,5,561,99,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313725490196078
"450","HKG","Hong Kong, China",2011,0,6,640,162,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40625
"451","HKG","Hong Kong, China",2012,0,7,574,113,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.369337979094077
"452","HKG","Hong Kong, China",2013,0,7,658,123,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317629179331307
"453","HKG","Hong Kong, China",2014,0,1,711,132,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309423347398031
"454","HKG","Hong Kong, China",2015,0,1,685,106,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289051094890511
"455","HKG","Hong Kong, China",2016,0,4,727,112,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341127922971114
"456","HKG","Hong Kong, China",2017,0,4,728,122,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.311813186813187
"457","HRV","Croatia",1999,0,0,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428571428571429
"458","HRV","Croatia",2000,0,0,18,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222222222
"459","HRV","Croatia",2001,0,0,26,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346153846153846
"460","HRV","Croatia",2002,0,0,20,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25
"461","HRV","Croatia",2003,0,0,31,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.290322580645161
"462","HRV","Croatia",2004,0,0,58,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379310344827586
"463","HRV","Croatia",2005,0,0,49,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244897959183673
"464","HRV","Croatia",2006,0,0,46,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391304347826087
"465","HRV","Croatia",2007,0,0,39,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435897435897436
"466","HRV","Croatia",2008,0,1,45,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444
"467","HRV","Croatia",2009,0,0,26,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
"468","HRV","Croatia",2010,0,0,40,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475
"469","HRV","Croatia",2011,0,0,36,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444
"470","HRV","Croatia",2012,0,0,43,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465116279069767
"471","HRV","Croatia",2013,0,1,36,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416666666666667
"472","HRV","Croatia",2014,0,0,37,8,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459459459459459
"473","HRV","Croatia",2015,0,0,43,10,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604651162790698
"474","HRV","Croatia",2016,0,0,32,11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59375
"475","HRV","Croatia",2017,0,0,47,10,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.723404255319149
"476","HUN","Hungary",1999,0,1,75,15,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36
"477","HUN","Hungary",2000,0,1,92,17,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347826086956522
"478","HUN","Hungary",2001,0,2,103,22,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.330097087378641
"479","HUN","Hungary",2002,0,1,138,29,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427536231884058
"480","HUN","Hungary",2003,0,1,172,29,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.482558139534884
"481","HUN","Hungary",2004,0,1,240,23,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395833333333333
"482","HUN","Hungary",2005,0,2,258,25,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372093023255814
"483","HUN","Hungary",2006,0,5,187,32,82,56.05,1851.84,0.99,18230.04,187857.3,NA,24.35,0.24,10071.37,6931.91,NA,0.438502673796791
"484","HUN","Hungary",2007,0,11,224,24,93,55.85,1870.7,0.96,18933.89,194450.29,NA,23.35,0.22,10055.78,6922.04,NA,0.415178571428571
"485","HUN","Hungary",2008,0,4,261,43,128,55.23,2058.17,0.99,20586.09,208902.57,NA,22.04,0.22,10038.18,6905.39,NA,0.490421455938697
"486","HUN","Hungary",2009,0,3,248,40,110,54.02,2381.97,1.14,20573.38,209078.06,NA,20.94,0.24,10022.64,6886.03,NA,0.443548387096774
"487","HUN","Hungary",2010,0,5,292,40,118,53.98,2474.28,1.15,21466.57,215767.57,NA,19.93,0.23,10000.02,6865.68,NA,0.404109589041096
"488","HUN","Hungary",2011,0,0,303,64,158,54.64,2696.15,1.2,22729.18,225392.97,NA,20.18,0.24,9958.82,6836.55,NA,0.521452145214521
"489","HUN","Hungary",2012,0,1,296,48,127,56.06,2860.98,1.27,22997.74,225206.6,0.29,18.41,0.23,9920.36,6795.99,0.1,0.429054054054054
"490","HUN","Hungary",2013,0,2,280,58,138,57.41,3322.82,1.4,24388.39,237801.7,NA,14.39,0.2,9886.77,6746.07,NA,0.492857142857143
"491","HUN","Hungary",2014,0,2,317,63,159,61.04,3389.22,1.37,25516.85,247258.67,0.29,13.5,0.19,9843,6683.96,0.1,0.501577287066246
"492","HUN","Hungary",2015,0,2,333,72,166,NA,NA,NA,26467.62,258333.43,NA,NA,NA,9799.73,6619.58,NA,0.498498498498498
"493","HUN","Hungary",2016,0,1,313,68,154,NA,NA,NA,NA,NA,NA,NA,NA,9756.92,6556.04,NA,0.492012779552716
"494","HUN","Hungary",2017,0,0,247,66,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538461538461538
"495","IDN","Indonesia",1999,0,4,17,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705882352941177
"496","IDN","Indonesia",2000,0,1,14,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642857142857143
"497","IDN","Indonesia",2001,0,1,10,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"498","IDN","Indonesia",2002,0,3,34,8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558823529411765
"499","IDN","Indonesia",2003,0,1,15,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"500","IDN","Indonesia",2004,0,2,27,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592592592592593
"501","IDN","Indonesia",2005,0,5,29,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689655172413793
"502","IDN","Indonesia",2006,0,3,34,4,20,NA,NA,NA,7358.97,1475002,NA,NA,NA,227709.8,148598.7,NA,0.588235294117647
"503","IDN","Indonesia",2007,0,2,31,8,20,NA,NA,NA,7931.09,1610330,NA,NA,0.01,230972.8,150784.4,NA,0.645161290322581
"504","IDN","Indonesia",2008,0,3,22,7,16,NA,NA,0.08,8464.9,1764107,NA,NA,NA,234243.5,152807,NA,0.727272727272727
"505","IDN","Indonesia",2009,0,3,32,8,21,NA,1446.22,0.08,8637.56,1861078,NA,37.93,0.03,237486.9,154779.3,NA,0.65625
"506","IDN","Indonesia",2010,0,3,46,18,32,NA,NA,NA,8432.69,2003959,NA,NA,NA,240676.5,156828,NA,0.695652173913043
"507","IDN","Indonesia",2011,0,4,27,8,18,NA,NA,NA,8906.89,2171519,NA,NA,NA,243801.6,159212.8,NA,0.666666666666667
"508","IDN","Indonesia",2012,0,1,36,10,23,NA,NA,0.08,9498.65,2344876,NA,NA,NA,246864.2,161838.7,NA,0.638888888888889
"509","IDN","Indonesia",2013,0,3,64,13,47,NA,2135.81,NA,10067.53,2515536,NA,34.93,0.03,249865.6,164630,NA,0.734375
"510","IDN","Indonesia",2014,0,5,63,11,49,NA,NA,NA,NA,2685315,NA,NA,NA,252812.3,167421.5,NA,0.777777777777778
"511","IDN","Indonesia",2015,0,7,37,9,27,NA,NA,NA,NA,2842247,NA,NA,NA,255708.8,170105.6,NA,0.72972972972973
"512","IDN","Indonesia",2016,0,8,56,22,43,NA,NA,NA,NA,NA,NA,NA,NA,258552.7,172889.8,NA,0.767857142857143
"513","IDN","Indonesia",2017,0,6,37,9,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.675675675675676
"514","IND","India",1999,0,5,315,140,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.501587301587302
"515","IND","India",2000,0,1,434,116,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304147465437788
"516","IND","India",2001,0,3,755,232,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357615894039735
"517","IND","India",2002,0,2,1056,286,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339962121212121
"518","IND","India",2003,0,13,1433,417,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.351709699930216
"519","IND","India",2004,0,4,1728,539,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373263888888889
"520","IND","India",2005,0,9,1989,641,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395173453996983
"521","IND","India",2006,0,11,2371,797,958,NA,29394.22,0.79,3285.27,3646913,NA,4.22,0.03,1143289,724384.6,NA,0.404048924504429
"522","IND","India",2007,0,9,2757,987,1155,NA,32864.82,0.84,3611.92,4110915,NA,4.21,0.03,1159095,738317.8,NA,0.418933623503808
"523","IND","India",2008,0,15,3323,1163,1427,NA,37029.54,0.82,3741.73,4354646,NA,4.04,0.03,1174662,752483.2,NA,0.429431236834186
"524","IND","India",2009,0,9,3251,1105,1337,NA,39400.76,0.8,4113.69,4759787,NA,4.15,0.03,1190138,766670.8,NA,0.411258074438634
"525","IND","India",2010,0,18,3947,1435,1736,NA,42813.21,0.82,NA,5312261,NA,4.11,0.03,1205625,780760.6,NA,0.43982771725361
"526","IND","India",2011,0,18,4650,1718,2070,NA,48064.36,0.81,NA,5781844,NA,4.06,0.03,1221156,794779.8,NA,0.445161290322581
"527","IND","India",2012,0,24,5622,2064,2484,NA,NA,NA,NA,6219193,NA,NA,NA,1236687,808440.6,NA,0.441835645677695
"528","IND","India",2013,0,23,6392,2427,2880,NA,NA,NA,NA,6740182,NA,NA,NA,1252140,821843.3,NA,0.450563204005006
"529","IND","India",2014,0,31,7052,2641,3252,NA,NA,NA,NA,7347154,NA,NA,NA,1267402,835188.3,NA,0.46114577424844
"530","IND","India",2015,0,52,7562,2811,3464,NA,NA,NA,NA,7965162,NA,NA,NA,1282390,848518.2,NA,0.458079873049458
"531","IND","India",2016,0,30,7796,2931,3531,NA,NA,NA,NA,NA,NA,NA,NA,1297075,860354.1,NA,0.452924576706003
"532","IND","India",2017,0,27,7784,2924,3533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.453879753340185
"533","IRL","Ireland",1999,0,3,215,70,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497674418604651
"534","IRL","Ireland",2000,0,2,270,55,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377777777777778
"535","IRL","Ireland",2001,0,4,384,90,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356770833333333
"536","IRL","Ireland",2002,0,2,485,110,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377319587628866
"537","IRL","Ireland",2003,0,1,436,117,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422018348623853
"538","IRL","Ireland",2004,0,1,556,141,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424460431654676
"539","IRL","Ireland",2005,0,2,717,155,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425383542538354
"540","IRL","Ireland",2006,0,2,632,183,278,69.81,2252.39,1.2,44285.48,187884.06,0.32,27.09,0.32,4232.9,2905.6,0.11,0.439873417721519
"541","IRL","Ireland",2007,0,5,767,287,412,70.5,2537.33,1.23,46749.84,205587.96,0.31,27.14,0.33,4375.9,3020.6,0.1,0.537157757496741
"542","IRL","Ireland",2008,0,4,799,271,381,69.31,2738.32,1.39,44200.51,197100.5,0.3,28.78,0.4,4485.2,3088.1,0.09,0.476846057571965
"543","IRL","Ireland",2009,0,4,736,221,346,63.53,3065.71,1.61,41532.71,189880.17,0.31,26.65,0.43,4533.4,3098.1,0.09,0.470108695652174
"544","IRL","Ireland",2010,0,0,810,275,418,61.19,3168.64,1.61,43225.07,197224.78,0.3,26.54,0.43,4554.6,3081.9,0.09,0.516049382716049
"545","IRL","Ireland",2011,0,1,803,264,405,60.44,3203.84,1.53,45473.43,209038.47,0.3,25.3,0.39,4574.8,3066.6,0.1,0.504358655043587
"546","IRL","Ireland",2012,0,2,937,330,480,60.15,3303.71,1.56,46519.44,211286.46,0.3,23.42,0.37,4585.3,3041.2,0.08,0.512273212379936
"547","IRL","Ireland",2013,0,1,1055,389,567,61.75,3361.93,1.54,48316.58,218877.25,0.31,21.96,0.34,4593.1,3017.3,0.09,0.537440758293839
"548","IRL","Ireland",2014,0,0,1105,421,607,63.01,3402.41,1.49,51337.49,227984.08,NA,20.71,0.31,4609.9,3007.4,NA,0.549321266968326
"549","IRL","Ireland",2015,0,5,1333,489,715,NA,NA,NA,68536.1,252848.34,NA,NA,NA,4576.49,3017.63,NA,0.536384096024006
"550","IRL","Ireland",2016,0,2,1348,474,660,NA,NA,NA,NA,NA,NA,NA,NA,4618.96,3036.95,NA,0.489614243323442
"551","IRL","Ireland",2017,0,5,1434,547,771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53765690376569
"552","ISL","Iceland",1999,0,0,31,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516129032258065
"553","ISL","Iceland",2000,0,0,28,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25
"554","ISL","Iceland",2001,0,0,44,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.386363636363636
"555","ISL","Iceland",2002,0,0,53,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.320754716981132
"556","ISL","Iceland",2003,0,0,62,16,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338709677419355
"557","ISL","Iceland",2004,0,1,68,18,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352941176470588
"558","ISL","Iceland",2005,0,0,70,19,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457142857142857
"559","ISL","Iceland",2006,0,1,56,18,24,83.25,326.2,2.92,38653.27,11157.5,0.29,23.72,0.69,304.32,203.71,0.06,0.428571428571429
"560","ISL","Iceland",2007,0,1,49,13,21,84.44,310.59,2.58,40745.15,12058.92,0.29,25.14,0.65,311.39,209.94,0.07,0.428571428571429
"561","ISL","Iceland",2008,0,0,48,7,25,82.5,333.59,2.54,42417.48,13130.36,0.31,25.14,0.64,319.35,216.47,0.07,0.520833333333333
"562","ISL","Iceland",2009,0,0,53,9,28,77.99,337.83,2.66,40967.13,12712.02,0.27,25.13,0.67,319.24,215.12,0.06,0.528301886792453
"563","ISL","Iceland",2010,0,2,59,13,24,78.58,NA,NA,38414.41,12281.26,0.25,NA,0.67,317.99,212.81,0.07,0.406779661016949
"564","ISL","Iceland",2011,0,0,59,13,22,78.65,314.84,2.49,39466.34,12619.54,0.26,26.37,0.66,319,212.83,0.06,0.372881355932203
"565","ISL","Iceland",2012,0,1,74,20,29,79.34,NA,NA,40486.43,12917.92,0.26,NA,NA,319.57,212.97,0.06,0.391891891891892
"566","ISL","Iceland",2013,0,0,82,21,31,81.46,259.03,1.87,42670.07,13829.45,0.24,35.4,0.66,322.07,213.88,0.05,0.378048780487805
"567","ISL","Iceland",2014,0,0,81,17,34,82.02,272.33,1.89,44330.78,14402.79,NA,35.28,0.67,324.98,214.96,NA,0.419753086419753
"568","ISL","Iceland",2015,0,0,90,20,36,NA,NA,NA,47717.96,15062.05,NA,NA,NA,328.06,216.06,NA,0.4
"569","ISL","Iceland",2016,0,0,75,19,24,NA,NA,NA,NA,NA,NA,NA,NA,331.36,217.39,NA,0.32
"570","ISL","Iceland",2017,0,0,68,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","ISR","Israel",1999,0,4,1387,192,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173756308579668
"572","ISR","Israel",2000,0,6,1653,249,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183908045977011
"573","ISR","Israel",2001,0,20,2395,323,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172442588726514
"574","ISR","Israel",2002,0,7,2440,330,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175
"575","ISR","Israel",2003,0,5,2488,393,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.201366559485531
"576","ISR","Israel",2004,0,8,3012,437,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187250996015936
"577","ISR","Israel",2005,0,7,3633,528,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199009083402147
"578","ISR","Israel",2006,0,5,3711,535,707,59.24,7503.08,4.13,25543.69,181752.53,NA,14.82,0.61,7053.5,4356.7,NA,0.190514686068445
"579","ISR","Israel",2007,0,7,4001,640,821,60.65,8728.38,4.41,27351.11,198037.14,NA,12.93,0.57,7180.1,4438.7,NA,0.205198700324919
"580","ISR","Israel",2008,0,7,3956,578,757,61.56,8706.37,4.33,27253.14,201110.67,NA,13.83,0.6,7308.6,4522.5,NA,0.191354903943377
"581","ISR","Israel",2009,0,8,3781,581,743,60.91,8501.2,4.12,27492.17,206289.58,NA,13.32,0.55,7485.4,4664.5,NA,0.196508860089923
"582","ISR","Israel",2010,0,16,3805,649,813,62.01,8658.74,3.93,28866.71,220329.1,NA,13.71,0.54,7623.5,4738.2,NA,0.213666228646518
"583","ISR","Israel",2011,0,15,4468,795,970,63.02,9523.41,4.01,30539.35,237433.5,0.37,12.92,0.52,7765.8,4806.4,0.18,0.217099373321397
"584","ISR","Israel",2012,0,13,5007,913,1163,68.98,10448.79,4.13,31763.87,253085.42,0.37,12.8,0.53,7910.4,4869.1,0.18,0.232274815258638
"585","ISR","Israel",2013,0,17,5567,1040,1315,69.87,10998.93,4.09,34270.86,269043.13,0.36,12.7,0.52,8061.46,4936.87,0.19,0.236213400395186
"586","ISR","Israel",2014,0,6,5624,1076,1376,NA,11376.5,4.11,34972.15,276897.31,0.37,12.55,0.52,8186.22,4991.64,0.19,0.244665718349929
"587","ISR","Israel",2015,0,8,6084,1116,1477,NA,NA,NA,36589.91,285539.62,NA,NA,NA,8316.66,5050.97,NA,0.242767915844839
"588","ISR","Israel",2016,0,9,6095,1211,1550,NA,NA,NA,NA,NA,NA,NA,NA,8448.06,5109.65,NA,0.254306808859721
"589","ISR","Israel",2017,0,6,5891,1194,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254625700220676
"590","ITA","Italy",1999,0,5,1967,135,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148957803762074
"591","ITA","Italy",2000,0,5,2118,158,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156279508970727
"592","ITA","Italy",2001,0,8,2677,252,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182293612252521
"593","ITA","Italy",2002,0,4,2750,202,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157818181818182
"594","ITA","Italy",2003,0,15,3315,286,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176470588235294
"595","ITA","Italy",2004,0,10,4064,323,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180610236220472
"596","ITA","Italy",2005,0,14,4399,333,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182541486701523
"597","ITA","Italy",2006,0,6,3608,313,686,58.65,20194.67,1.09,32193.09,1857902.16,0.33,30.26,0.33,58941.49,38946.04,0.12,0.190133037694013
"598","ITA","Italy",2007,0,6,3506,374,752,58.89,22315.01,1.13,33781.36,1970070.58,0.31,30.14,0.34,59375.28,39161.45,0.12,0.214489446662864
"599","ITA","Italy",2008,0,12,3683,380,793,59.02,24076.15,1.16,35154.8,2068989.68,0.32,30.47,0.35,59832.18,39418.73,0.12,0.215313603040999
"600","ITA","Italy",2009,0,12,3395,314,664,57.7,24640.89,1.22,34269.2,2017654.33,0.32,30.26,0.37,60192.7,39593.56,0.12,0.195581737849779
"601","ITA","Italy",2010,0,7,3606,319,739,57.06,25168.91,1.22,34752.01,2057787.64,0.32,28.78,0.35,60483.38,39733.8,0.13,0.204936217415419
"602","ITA","Italy",2011,0,17,3680,354,856,57.16,25769.28,1.21,35935.48,2129983.15,0.33,28.62,0.35,60626.44,39811.68,0.13,0.232608695652174
"603","ITA","Italy",2012,0,11,3889,425,923,57.02,27164.39,1.27,35757.02,2137464.15,0.33,28.03,0.36,60916.2,39811.17,0.13,0.237336076112111
"604","ITA","Italy",2013,0,15,3961,434,990,56.03,28128.12,1.31,35917.83,2150823.48,0.33,28.3,0.37,61178.36,39805.84,0.13,0.249936884625095
"605","ITA","Italy",2014,0,11,4148,447,1011,56.29,27744.43,1.29,36293.8,2153113.39,NA,26.91,0.35,61417.63,39783.75,NA,0.243731918997107
"606","ITA","Italy",2015,0,10,4196,433,987,NA,NA,NA,37217.38,2198007.34,NA,NA,NA,61636.88,39795.21,NA,0.235224022878932
"607","ITA","Italy",2016,0,49,4437,514,1161,NA,NA,NA,NA,NA,NA,NA,NA,61838.23,39820.82,NA,0.261663286004057
"608","ITA","Italy",2017,0,42,4080,564,1064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26078431372549
"609","JPN","Japan",1999,0,NA,35062,672,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0261536706405795
"610","JPN","Japan",2000,0,NA,39983,695,1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0253857889603081
"611","JPN","Japan",2001,0,NA,50629,904,1322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0261115171146971
"612","JPN","Japan",2002,0,NA,48950,863,1295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0264555669050051
"613","JPN","Japan",2003,0,NA,51243,1006,1561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0304626973440275
"614","JPN","Japan",2004,0,NA,61534,1130,1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0290896089966523
"615","JPN","Japan",2005,0,NA,72773,1236,2122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0291591661742679
"616","JPN","Japan",2006,0,NA,65683,1082,1852,76.3,138564.87,3.41,31794.63,4064562.44,NA,12.69,0.43,127768,83730,NA,0.0281960324589315
"617","JPN","Japan",2007,0,NA,63448,1131,1901,77.42,147602.25,3.46,33319.33,4264208.08,NA,12.59,0.44,127770,83014,NA,0.0299615433110579
"618","JPN","Japan",2008,0,NA,63872,1126,1918,77.87,148719.23,3.47,33499.89,4289493,NA,11.64,0.4,127692,82300,NA,0.0300288076152305
"619","JPN","Japan",2009,0,NA,59735,1071,1791,77.48,136953.99,3.36,31860.88,4079240.94,0.34,13.41,0.45,127509,81493,0.16,0.0299824223654474
"620","JPN","Japan",2010,0,NA,58595,1030,1799,77.05,140607.39,3.25,33767.06,4323768.3,NA,12.87,0.42,128058,81736,NA,0.0307022783513952
"621","JPN","Japan",2011,0,NA,62929,996,1817,77.32,148389.23,3.38,34331.62,4388645.05,NA,13.21,0.45,127799,81341,NA,0.0288738101670136
"622","JPN","Japan",2012,0,NA,63089,1110,1971,78.2,152325.57,3.34,35738.28,4558488.47,0.33,13.36,0.45,127515,80175,0.16,0.0312415793561477
"623","JPN","Japan",2013,0,NA,60893,1168,1993,79.88,162347.22,3.48,37156.3,4662924.65,NA,13.47,0.47,127296,79008,NA,0.0327295419834792
"624","JPN","Japan",2014,0,NA,61138,1134,2034,NA,166861.28,3.59,37397.94,4650126.61,NA,12.58,0.45,126948.8,77802.57,NA,0.0332689980045144
